,summary,Hazard,Mitigation,Impacts,Causes,word
tracking two,2.073218035394169,0.006907197706303146,0.0013013879628133,0.0020451796669774674,-0.013444474515904005,tracking two
two new,2.073218035394169,0.006907197706303146,0.0013013879628133,0.0020451796669774674,-0.013444474515904005,two new
moved,2.073218035394169,0.006907197706303146,0.0013013879628133,0.0020451796669774674,-0.013444474515904005,moved
imelda moved,2.073218035394169,0.006907197706303146,0.0013013879628133,0.0020451796669774674,-0.013444474515904005,imelda moved
moved over,2.073218035394169,0.006907197706303146,0.0013013879628133,0.0020451796669774674,-0.013444474515904005,moved over
over bermuda,2.073218035394169,0.006907197706303146,0.0013013879628133,0.0020451796669774674,-0.013444474515904005,over bermuda
bermuda wednesday,2.073218035394169,0.006907197706303146,0.0013013879628133,0.0020451796669774674,-0.013444474515904005,bermuda wednesday
wednesday night,2.073218035394169,0.006907197706303146,0.0013013879628133,0.0020451796669774674,-0.013444474515904005,wednesday night
+8413,2.073218035394169,0.006907197706303146,0.0013013879628133,0.0020451796669774674,-0.013444474515904005,+8413
night +8413,2.073218035394169,0.006907197706303146,0.0013013879628133,0.0020451796669774674,-0.013444474515904005,night +8413
+8413 char+s,2.073218035394169,0.006907197706303146,0.0013013879628133,0.0020451796669774674,-0.013444474515904005,+8413 char+s
fuels,4.3371709964118175,-0.22034975074352006,0.10005757946890015,0.22109202413874893,-0.04907699824555266,fuels
disturbance fuels,4.3371709964118175,-0.22034975074352006,0.10005757946890015,0.22109202413874893,-0.04907699824555266,disturbance fuels
fuels florida,4.441086595977163,-0.22718078162973707,0.09572538673885216,0.23661662490908306,-0.0553143806103978,fuels florida
florida wet,4.616953638421054,-0.24090744792003585,0.08559008848146421,0.2683183194353609,-0.06820490992099083,florida wet
wet weekend,4.732820182292919,-0.25178690791085645,0.07663341204000955,0.2934037409519466,-0.07864558859676966,wet weekend
weekend flooding,5.233296864471262,-0.3168853965194763,0.016228646746918096,0.4326892618393749,-0.14270149338841454,weekend flooding
flooding threat,5.088084489528786,-0.24583190497893356,0.09259812728251145,0.2686207147594896,-0.07052188692290746,flooding threat
threat after,5.199091675026644,-0.2267487121812954,0.11637061517133522,0.2136425386764158,-0.05050093100226424,threat after
being,8.298998728032842,-0.23499791109660556,0.14374077357954532,0.19931569721088704,-0.05464561915641487,being
after being,8.298998728032842,-0.23499791109660556,0.14374077357954532,0.19931569721088704,-0.05464561915641487,after being
spared,8.741150638920283,-0.22418230233075837,0.15763302771542134,0.16560420005171214,-0.04393197970211753,spared
being spared,8.741150638920283,-0.22418230233075837,0.15763302771542134,0.16560420005171214,-0.04393197970211753,being spared
spared from,9.504940339178242,-0.2134858369746954,0.17240434352600362,0.12981152927088163,-0.03358920426711483,spared from
from back-to-back,10.331146684959666,-0.2063086571993998,0.18293768006888045,0.10438027502688277,-0.026942856573792164,from back-to-back
back-to-back hurricanes,17.393601075761122,-0.18292585751341364,0.21875864544707838,0.017173895155360764,-0.009190895167025792,back-to-back hurricanes
hurricanes florida,6.598532107836877,-0.2572478187196752,0.10538114788488766,0.2735307704360841,-0.07787449090580369,hurricanes florida
florida continue,8.699197704969647,-0.21937127286694183,0.16244405717923752,0.15147563119645194,-0.03912095023830108,florida continue
see,7.911194691250921,-0.23887566118473863,0.13707482274404875,0.21266830829632563,-0.058530418620854716,see
continue see,7.911194691250921,-0.23887566118473863,0.13707482274404875,0.21266830829632563,-0.058530418620854716,continue see
see the,7.74511791268065,-0.2476387496916779,0.12658352777601561,0.23781900662576066,-0.06733887348385889,see the
potential for,7.5704810410527115,-0.3100649043614032,0.05874785430576295,0.390047079009084,-0.13007761469959422,potential for
flooding rain,6.970313013288181,-0.2881541367447969,0.07631184235538027,0.34554848988948067,-0.10857384851445316,flooding rain
rain through,6.727091480024485,-0.2727087571353405,0.09021984367522774,0.31103349875978165,-0.09330037033481488,rain through
the weekend,17.56468072785366,-0.1311674189695583,0.11316082413689131,0.15297325343613327,-0.09815266883623198,the weekend
weekend the,7.74511791268065,-0.2476387496916779,0.12658352777601561,0.23781900662576066,-0.06733887348385889,weekend the
hurricane ...,4.773520142214225,-0.19732365998689974,0.13925470724179775,0.1366809447802142,-0.022398772942005395,hurricane ...
... miami,4.864957635237784,-0.1956287869715213,0.14343810905578924,0.1284993054737104,-0.020188169384728887,... miami
miami after,5.199091675026644,-0.2267487121812954,0.11637061517133522,0.2136425386764158,-0.05050093100226424,miami after
new area,3.7439611111480486,-0.1925732056473,0.10785801845475444,0.16615728185817863,-0.02632892619516481,new area
area off,3.714973490849987,-0.19128013184509157,0.10794082616823589,0.16383631669035145,-0.02535379395158251,area off
off the…,3.6928541982532215,-0.19030170051411266,0.10797699313015174,0.1621072312759057,-0.024623773164864263,off the…
+2630,3.6613056038143723,-0.18891691524285892,0.10798923299882097,0.15970027051030075,-0.023602165794341955,+2630
the… +2630,3.6613056038143723,-0.18891691524285892,0.10798923299882097,0.15970027051030075,-0.023602165794341955,the… +2630
+2630 chars,3.631541206712424,-0.187620325057713,0.10795949299537277,0.15748952078446962,-0.022657983038619867,+2630 chars
Everything,3.114666298500408,0.020224790143306113,-0.014720472413028337,-0.016691453392398324,1.495110567154728e-05,Everything
amy everything,3.114666298500408,0.020224790143306113,-0.014720472413028337,-0.016691453392398324,1.495110567154728e-05,amy everything
everything you,3.203503175853484,0.03756923440327924,-0.03920952610310409,-0.023671593332061366,0.0035194499751716054,everything you
need,6.377911302213354,0.049034925484901966,-0.041328701657778515,0.02723297587149772,-0.062406989675620216,need
know the,3.4733631862849963,0.09343366635759932,-0.11288525596143242,-0.05357012321806402,0.009802643438940079,know the
sweeps,4.036637661975619,0.06682559855620551,-0.24777799324433716,0.0017929692214374766,0.10451627559332957,sweeps
season sweeps,4.036637661975619,0.06682559855620551,-0.24777799324433716,0.0017929692214374766,0.10451627559332957,season sweeps
While,11.26227114358459,-0.07619855551508493,0.08509824342195961,0.02000185052199427,0.001958961455812502,While
sweeps while,3.8764372351813825,-0.026252971909471585,-0.20230311717365623,0.209993275331241,-0.006422320071200003,sweeps while
while flooding,4.072812787892847,-0.1260570004684492,-0.24855415847294599,0.41599072011237065,-0.10912481479104116,while flooding
the main,3.425319876690679,-0.04740075497484422,-0.06560472588291481,0.15508123581885166,-0.030517666387046546,the main
concern,3.3520948365247842,-0.045859552632297566,-0.040842187258899404,0.13023147538120922,-0.02815063009395054,concern
main concern,3.3520948365247842,-0.045859552632297566,-0.040842187258899404,0.13023147538120922,-0.02815063009395054,main concern
yesterday,3.2632071961772233,-0.04663987971097269,-0.008630823435364844,0.10195236569149231,-0.027352609643604767,yesterday
concern yesterday,3.2632071961772233,-0.04663987971097269,-0.008630823435364844,0.10195236569149231,-0.027352609643604767,concern yesterday
strong,10.038518259673886,0.049170389709195024,-0.15836625793700745,0.11747603663468768,-0.0513827129772873,strong
yesterday strong,3.187500563713696,-0.042302150925755025,0.02284162361582076,0.0716107460779865,-0.0329023616148242,yesterday strong
strong wind+s,4.0201453757471395,0.01364850273250229,-0.2036913953619131,0.3536981851278766,-0.280454477097796,strong wind+s
wind+s threaten,3.1739104522142676,-0.02203137370940174,0.0377414464068407,0.030501406036773347,-0.035502882514196595,wind+s threaten
damage,16.951824333454976,-0.14239548451578493,-1.0197133271694745,0.3294146731020069,0.36738615455458107,damage
threaten da+mög+e,3.2264452506262984,0.004087636577030551,0.032525756484951304,-0.017520394435299867,-0.021813527823492124,threaten da+mög+e
power,8.851599110867607,0.10693874248939461,0.0672303129480833,-0.2555823062046916,-0.018491371356881177,power
da+mög+e power,3.2712337255050223,0.021471140710725724,0.02602631835232371,-0.0466762107949243,-0.014112147229479203,da+mög+e power
lines,3.3209159252200817,0.0385959825683502,0.01772109190057582,-0.07354602938979828,-0.007579773697618176,lines
power lines,3.3209159252200817,0.0385959825683502,0.01772109190057582,-0.07354602938979828,-0.007579773697618176,power lines
today,9.033592724690209,0.028476673531098708,0.09287712873835903,-0.12363672319968644,-0.02655561623271259,today
lines today,3.385061111300824,0.05890490319960586,0.005911426408978986,-0.10341188628349078,-0.001177336596077143,lines today
THE,3.4879675764089115,0.08923779862828399,-0.014683456096564634,-0.14474613645146073,0.005606775709624726,THE
FIRST,3.568750038172728,0.11199603799214167,-0.031785319741246806,-0.1736716079697558,0.008418199037315824,FIRST
NAMED,3.7484266341364134,0.1610168942440993,-0.07150308651922191,-0.23126561491648948,0.0075059621125432244,NAMED
season storm,3.858117183450747,0.09379111820830643,-0.04234314354018472,-0.2916378245978745,0.1281884168462963,season storm
makes,3.5659321085331204,0.038883731066226265,0.0726618526153222,-0.223383528730817,0.05741666911248225,makes
amy make+s,3.5659321085331204,0.038883731066226265,0.0726618526153222,-0.223383528730817,0.05741666911248225,amy make+s
make+s land+fall,3.4881881531333447,0.014761674123753215,0.12015693639712101,-0.20662696654269272,0.03125115657854527,make+s land+fall
land+fall today,3.426131303729729,-0.019828163395621972,0.18871795493560986,-0.19609722422030934,-0.003623239926982523,land+fall today
today with,3.416348624350854,-0.044778219995182604,0.23915449703426164,-0.19787956947195298,-0.02789513140738473,today with
with met,3.432365210379411,-0.06952366713829825,0.2895281404683233,-0.20625527093854742,-0.05181474459995109,with met
éireann warning,3.7658102539551677,-0.20207627556296168,0.5343413094239048,-0.3072777385808207,-0.1819382023951305,éireann warning
fallen,3.3196046012209415,-0.10513505873797634,0.3365436258626774,-0.18815346374883513,-0.0825917760722098,fallen
warning fall+en,3.3196046012209415,-0.10513505873797634,0.3365436258626774,-0.18815346374883513,-0.0825917760722098,warning fall+en
trees,3.2144553577197743,-0.08888093211319194,0.291023579260966,-0.16014179898542064,-0.064814152208067,trees
fall+en trees,3.2144553577197743,-0.08888093211319194,0.291023579260966,-0.16014179898542064,-0.064814152208067,fall+en trees
trees power,3.141605504095729,-0.0802782455009388,0.2624627478903072,-0.14120085650354972,-0.05472117728658472,trees power
power cuts,3.0929348758601525,-0.07586009361722215,0.24519511954777373,-0.1288589253541185,-0.04906080718187394,power cuts
cuts and,3.6393411263513924,0.09416750982646102,0.08251290167731953,-0.24990080515125807,-0.017994702452577168,cuts and
and dangerous,3.0344094688770733,-0.07197918987596127,0.2266148096642286,-0.11443534536601088,-0.04338556023272731,and dangerous
travelling,2.9825551553250897,-0.0698147101976371,0.2122538241513925,-0.10210590896030823,-0.039328876522514544,travelling
dangerous travelling,2.9825551553250897,-0.0698147101976371,0.2122538241513925,-0.10210590896030823,-0.039328876522514544,dangerous travelling
travelling conditions,2.9360156752483926,-0.06883725665536111,0.20106635653502772,-0.09145503347182285,-0.036392289856739056,travelling conditions
Ahead,2.8906774567262374,-0.0687009085330607,0.19168828192241738,-0.08150237587018812,-0.03409732877195766,Ahead
ahead its,2.8637666349946262,-0.06897326056585003,0.18681036377442564,-0.07581031087111864,-0.03296781745532657,ahead its
its arrival,2.852750271271346,-0.06915627895234641,0.18495737338384077,-0.07352915895216058,-0.032550572325943834,its arrival
arrival ireland,2.829766959796733,-0.06966572802765049,0.18135423767553127,-0.068865309399413,-0.031757822641717046,arrival ireland
subje…,2.802407878361496,-0.07048611803886058,0.17751624507187855,-0.06348796996545324,-0.030939423844477305,subje…
ireland subje…,2.802407878361496,-0.07048611803886058,0.17751624507187855,-0.06348796996545324,-0.030939423844477305,ireland subje…
+5209,2.785906848001948,-0.07108706225063514,0.17543140113385972,-0.06034010238168715,-0.030505027064294536,+5209
subje… +5209,2.785906848001948,-0.07108706225063514,0.17543140113385972,-0.06034010238168715,-0.030505027064294536,subje… +5209
+5209 char+s,2.7743149160616447,-0.0715546598336319,0.17406755658496653,-0.058172997497430344,-0.03022407678756421,+5209 char+s
Matmo,4.868600364507164,0.36104683574203994,-0.8524031017411718,-0.8516593100370076,0.3820458319854834,Matmo
typhoon matmo,4.086343966483844,0.30629966424139254,-0.6772472800054585,-0.676503488301294,0.35085944423126086,typhoon matmo
Strengthens,3.964739895487218,0.008590108330365106,0.038402983314258156,-0.11960476305792013,0.05498238004641045,Strengthens
matmo strengthens,2.362386428231575,0.057651501230671,-0.12926891196302145,-0.12852512025885723,0.13582836259447695,matmo strengthens
Hits,2.3770857777485137,0.06201486021878779,-0.1354718797240169,-0.13472808801985262,0.1390212595514377,Hits
strengthens hit+s,2.3770857777485137,0.06201486021878779,-0.1354718797240169,-0.13472808801985262,0.1390212595514377,strengthens hit+s
hit+s philippine+s,2.3814866235329926,0.06330732784281352,-0.13732152985773213,-0.1365777381535678,0.13996721010007346,hit+s philippine+s
Track,2.9829185676393575,0.3705700170557272,-0.3624988117855035,-0.36175502008133914,-0.07564171910971766,Track
philippine+s track,2.396644530583993,0.06771099200918158,-0.14366625226536328,-0.14292246056119903,0.14319084041042265,philippine+s track
track china,2.405982860737854,0.07038752242846393,-0.14755509941576506,-0.1468113077116007,0.14515059735317118,track china
intensified,17.54334755626302,-0.1983896279548815,-1.4531976166725153,0.09874317323806556,0.6462827666045338,intensified
matmo intensified,3.0316302547156986,0.20352736785107933,-0.3786971181297738,-0.37795332642560975,0.24278486838581143,matmo intensified
intensified made,2.9983864630285897,0.19816462890332,-0.36767090375911615,-0.3669271120549521,0.2388580813139333,intensified made
land+fall northern,2.983698948560938,0.19574896268001862,-0.36276039413895966,-0.3620166024347954,0.23708873097048075,land+fall northern
northern philippine+s,2.871509852039354,0.1762942934492081,-0.3244345777284642,-0.3236907860243,0.22282954350951667,northern philippine+s
philippine+s friday,3.038561756472372,0.20462760577798889,-0.38098090248341554,-0.38023711077925115,0.24359029564235823,philippine+s friday
where,14.389199928475392,0.10656579562074864,-0.014978606479294268,-0.1903784901489918,0.014514139996313416,where
friday where,3.0712081930065303,0.20972886738556992,-0.39166763782891856,-0.3909238461247543,0.24732368269602528,friday where
where forecast,3.1295141169609617,0.21852111799909965,-0.41047436374321294,-0.4097305720390487,0.25375420218885364,where forecast
dump,3.2057302800965735,0.22943762141178148,-0.4345365263606758,-0.43379273465651164,0.2617300351857418,dump
forecast dump,3.2057302800965735,0.22943762141178148,-0.4345365263606758,-0.43379273465651164,0.2617300351857418,forecast dump
dump heavy,3.2425035681781194,0.2344860874261372,-0.44594234308729613,-0.44519855138313197,0.265415023614317,dump heavy
rain with,3.3470731310262876,0.24812551438089947,-0.47768287715350766,-0.4769390854493434,0.2753579456013397,rain with
with the,10.03386334839041,0.04925414163287984,0.0418247503901872,-0.21696957025201433,0.06769618313421776,with the
nation still,3.541103999937353,0.2709421923126969,-0.5340351483541775,-0.533291356650013,0.2919410017082467,nation still
reeling,3.6399590913072086,0.2814827571934287,-0.5615690483726314,-0.5608252566684672,0.29957646916843494,reeling
still reeling,3.6399590913072086,0.2814827571934287,-0.5615690483726314,-0.5608252566684672,0.29957646916843494,still reeling
reeling from,3.808870530518194,0.29804031208780346,-0.606929301945126,-0.6061855102409616,0.3115317632866194,reeling from
the impact,4.368981365984448,0.34719704800998474,-0.5445377944340187,-0.7433826986422711,0.26126449729565393,the impact
impact two,4.634449955986375,0.3596462062078969,-0.8031141255671599,-0.8023703338629958,0.35544521709984767,impact two
two deadly,5.0339891714424025,0.38150696924067506,-0.8858093510656653,-0.8850655593615011,0.3707305438991155,two deadly
deadly typhoons,6.79206957571404,0.4453059710112226,-1.185352298169733,-1.1846085064655687,0.41391660519833684,deadly typhoons
typhoons the,2.9496657512506075,0.21606393744671748,-0.3512884647104615,-0.35054467300629716,0.1952322335677832,typhoons the
past,16.951608841751177,-0.10377018642680001,0.1588329467700026,-0.051042552541659694,0.024177796881622412,past
the past,3.212817783571747,0.2304213573574015,-0.43674497172417076,-0.43600118002000643,0.26244827125199577,the past
past two,3.3884640142919698,0.2532504215747632,-0.48997333102444046,-0.4892295393202762,0.2790885651972575,past two
weeks,5.686172752657901,0.13504513644318566,-0.14568183948553465,-0.3301736835027116,0.1716420807144947,weeks
two week+s,3.0170166666053078,0.20118764546305695,-0.37386508983179373,-0.3731212981276294,0.2410718413009871,two week+s
locally,2.8423184854934957,0.17092126257539275,-0.3142166926964133,-0.31347290099224895,0.21888898280761082,locally
matmo locally,2.8423184854934957,0.17092126257539275,-0.3142166926964133,-0.31347290099224895,0.21888898280761082,matmo locally
locally named,2.7758130691603573,0.15815477609090123,-0.29054030761752314,-0.289796515913359,0.20952322730065012,locally named
Paolo,2.7351634471052733,0.1499690610504094,-0.27578780080894777,-0.2750440091047836,0.20351656020480327,Paolo
named paolo,2.7351634471052733,0.1499690610504094,-0.27578780080894777,-0.2750440091047836,0.20351656020480327,named paolo
paolo typhoon,2.6846471634149336,0.13936131422902015,-0.25714591449097574,-0.25640212278681146,0.1957317908693705,paolo typhoon
pas…,3.212817783571747,0.2304213573574015,-0.43674497172417076,-0.43600118002000643,0.26244827125199577,pas…
the pas…,3.212817783571747,0.2304213573574015,-0.43674497172417076,-0.43600118002000643,0.26244827125199577,the pas…
+2159,3.0712081930065303,0.20972886738556992,-0.39166763782891856,-0.3909238461247543,0.24732368269602528,+2159
pas… +2159,3.0712081930065303,0.20972886738556992,-0.39166763782891856,-0.3909238461247543,0.24732368269602528,pas… +2159
+2159 char+s,2.970399178260838,0.1935364063560319,-0.3582929526771028,-0.3575491609729386,0.2354678859299607,+2159 char+s
struggles,4.027390989228813,-0.20124581809922643,0.3116065993980021,-0.06127694601289126,-0.03210441638765934,struggles
plans,4.296490149724034,-0.2054794759988017,0.3200487817698561,-0.06613913649547426,-0.03401185855450758,plans
minimize,4.324496002146604,-0.178793739433303,0.2558076192458874,-0.03986514358042343,-0.006198671984432016,minimize
that minimiz+e,4.324496002146604,-0.178793739433303,0.2558076192458874,-0.03986514358042343,-0.006198671984432016,that minimiz+e
health,5.317520830068911,-0.05756445268145522,0.19408010361728864,-0.21481422644287704,0.056102077259190725,health
minimiz+e health,4.409195978101476,-0.16598661462526298,0.2225900905670069,-0.02749939603699174,0.007608296687590815,minimiz+e health
risks laura,4.612375382436188,-0.15290108116254728,0.18685828032561844,-0.015307032384388646,0.022279452801954213,risks laura
eventually,4.772198263377018,-0.15348942491691545,0.1882323928396498,-0.016461619131271484,0.022484814876015693,eventually
laura eventually,4.772198263377018,-0.15348942491691545,0.1882323928396498,-0.016461619131271484,0.022484814876015693,laura eventually
eventually became,5.175496708749558,-0.15578892209337514,0.1943230161378647,-0.020228466120505172,0.021741984508038718,eventually became
became one,5.555015113486177,-0.15747707474857267,0.1991198257740615,-0.023339087368313343,0.021093238415613474,became one
strongest hurricanes,10.114962363903931,-0.16355848730545564,0.22641806621639263,-0.04474120201300204,0.015656548136456117,strongest hurricanes
hurricanes make,6.128153737209736,-0.15938752411943466,0.2050784549807428,-0.027411080947585046,0.020192764110909384,hurricanes make
make land+fall,8.928927257927306,-0.07676924067786459,0.18456895831391598,-0.07601056628046408,-0.019209130181383396,make land+fall
land+fall the,6.128153737209736,-0.15938752411943466,0.2050784549807428,-0.027411080947585046,0.020192764110909384,land+fall the
Halle,4.660714836479654,-0.15273961420122786,0.18632728182608266,-0.015320728916661237,0.022701003385564467,Halle
Parker,4.516913740440602,-0.15168617844032276,0.18370380402793435,-0.013776212156943773,0.02298743816357794,Parker
halle parker,4.516913740440602,-0.15168617844032276,0.18370380402793435,-0.013776212156943773,0.02298743816357794,halle parker
Verite,4.358067488674708,-0.1503963415667162,0.1805638368375579,-0.01196563425741267,0.023314372311610182,Verite
parker verite,4.358067488674708,-0.1503963415667162,0.1805638368375579,-0.01196563425741267,0.023314372311610182,parker verite
verite new+s,4.241918739315314,-0.14935924413963325,0.1780882508803458,-0.010565502311446038,0.02356088108878526,verite new+s
KFF,4.558432834077644,-0.07138862936250281,0.08354101821874778,0.08352043981429931,-0.0688432099345394,KFF
new+s kff,4.155308355716166,-0.14852876993295588,0.17613326721479644,-0.00947588505092458,0.023749039061509207,new+s kff
kff health,4.512472703482312,-0.06456431626457865,0.07977918751454592,0.08050049545866864,-0.07126057983470396,kff health
health news,4.241918739315314,-0.14935924413963325,0.1780882508803458,-0.010565502311446038,0.02356088108878526,health news
news late,3.9272014955788084,-0.14607693486272824,0.17048043184069947,-0.006399386442200897,0.024263688421782864,news late
late august,3.8809111361001105,-0.14552732424040624,0.16923420212014562,-0.005735054118174154,0.024371732135923578,late august
southw…,3.2433807287445156,-0.13556163784487027,0.1474927115032895,0.005179931846513552,0.026009751755381935,southw…
route southw…,3.2433807287445156,-0.13556163784487027,0.1474927115032895,0.005179931846513552,0.026009751755381935,route southw…
+13267,3.2213675212356807,-0.13511701011679983,0.14654869772813678,0.0056287750147915126,0.02607221460031979,+13267
southw… +13267,3.2213675212356807,-0.13511701011679983,0.14654869772813678,0.0056287750147915126,0.02607221460031979,southw… +13267
+13267 char+s,3.2050408059360347,-0.1347818405453125,0.1458380709136202,0.0059654456624436865,0.026118844340642624,+13267 char+s
matmo hit+s,2.6227571105597063,0.08713624451031056,-0.23382270217324208,-0.23307891046907778,0.23645109888610566,matmo hit+s
hit+s southern,2.6553610113498114,0.0909396402108873,-0.24617722503231332,-0.24543343332814924,0.24634296660638572,hit+s southern
during,18.595700894664585,-0.05255265525883513,0.09929122502679924,-0.08673871731545882,0.0512415732166178,during
china during,2.8065508159920753,0.10748543739544794,-0.30155286721076696,-0.3008090755066027,0.28783359580123663,china during
during peak,2.9362807477927855,0.12038813414856116,-0.34674033416495376,-0.3459965424607894,0.31858346930465464,during peak
peak holiday,3.0896544702213453,0.13429745631061182,-0.3976558681612778,-0.3969120764571134,0.3503084422911012,peak holiday
holiday season,3.765339299069847,0.18239049802719176,-0.5954345819052208,-0.5946907902010565,0.4502808686896148,holiday season
nan,3.5456791210058074,0.31007188611677666,-0.5353263185864202,-0.5345825268822557,0.23419864600954451,nan
season nan,3.131888725784967,0.13789629321014768,-0.41123285477069904,-0.41048906306653477,0.3582921098252657,season nan
window.open,3.3221319908180846,0.18371080265507864,-0.47020334817616244,-0.4694595564719983,0.3542232008614384,window.open
nan window.open,2.9362807477927855,0.12038813414856116,-0.34674033416495376,-0.3459965424607894,0.31858346930465464,nan window.open
this.href,3.1220846139660887,0.17085012845951655,-0.4080975296525129,-0.40735373794834867,0.31524683957788296,this.href
window.open this.href,3.1220846139660887,0.17085012845951655,-0.4080975296525129,-0.40735373794834867,0.31524683957788296,window.open this.href
'_blank,3.0188154264411127,0.16364018595944674,-0.37446111697811807,-0.37371732527395374,0.292189383490261,'_blank
this.href '_blank,3.0188154264411127,0.16364018595944674,-0.37446111697811807,-0.37371732527395374,0.292189383490261,this.href '_blank
200,2.931679201535994,0.1572242150876699,-0.3451719706315439,-0.34442817892737965,0.2708667041891654,200
'_blank 200,2.931679201535994,0.1572242150876699,-0.3451719706315439,-0.34442817892737965,0.2708667041891654,'_blank 200
200 return,2.9029241354382873,0.1550365532782443,-0.33531515698062675,-0.33457136527646236,0.2634121439396206,200 return
false,2.873740688034938,0.15277932723197182,-0.3252111621757877,-0.32446737047162344,0.2556180311777563,false
return false,2.873740688034938,0.15277932723197182,-0.3252111621757877,-0.32446737047162344,0.2556180311777563,return false
false why,2.4906591058108694,0.07077900674557067,-0.18214398201731868,-0.1814001903131543,0.19225084997705932,false why
why did,2.480710940542201,0.0694819767160247,-0.17814179410748995,-0.17739800240332576,0.18862415975942662,why did
Rite,2.471451286110333,0.06826609182744087,-0.17440214875688112,-0.17365835705271676,0.18520725567965218,Rite
did ritus+e,2.471451286110333,0.06826609182744087,-0.17440214875688112,-0.17365835705271676,0.18520725567965218,did ritus+e
Aid,2.460729803702045,0.0668477653589391,-0.17005457955753603,-0.1693107878533718,0.18120029776033017,Aid
ritus+e aid,2.460729803702045,0.0668477653589391,-0.17005457955753603,-0.1693107878533718,0.18120029776033017,ritus+e aid
aid clos+e,2.4527574169996984,0.06578574689477727,-0.16680947344837624,-0.166065681744212,0.17818489180589198,aid clos+e
clos+e all,2.441682115965891,0.06429985363202638,-0.16228379901204978,-0.16154000730788545,0.17394407809241233,clos+e all
stores,2.4348221330998268,0.06337330535092879,-0.15947031335067288,-0.15872652164650847,0.17128661002440745,stores
all stores,2.4348221330998268,0.06337330535092879,-0.15947031335067288,-0.15872652164650847,0.17128661002440745,all stores
false how,2.354623669300909,0.05217804766968345,-0.12597751941640495,-0.12523372771224087,0.13835295145248402,false how
Japans,2.347871291975327,0.051203946534698806,-0.1231056898782622,-0.12236189817409798,0.13541261129402649,Japans
how japan+s,2.347871291975327,0.051203946534698806,-0.1231056898782622,-0.12236189817409798,0.13541261129402649,how japan+s
japan+s new,2.342946034060177,0.050490245362807086,-0.1210057318612346,-0.12026194015707042,0.13325040229789825,japan+s new
leader,2.5370542924970225,0.18416358591086754,-0.20060028610190705,-0.19985649439774278,0.05131375757937018,leader
new leader,2.3402490331407124,0.05009829037454386,-0.11985395356504308,-0.11911016186087905,0.13206009011623385,new leader
affect,2.3357196562720275,0.04943821004974942,-0.11791665304566515,-0.11717286134150084,0.13005091764009682,affect
leader affect,2.3357196562720275,0.04943821004974942,-0.11791665304566515,-0.11717286134150084,0.13005091764009682,leader affect
econ…,2.331415320343588,0.04880879603673254,-0.11607212222734027,-0.11532833052317616,0.12812968302969588,econ…
affect econ…,2.331415320343588,0.04880879603673254,-0.11607212222734027,-0.11532833052317616,0.12812968302969588,affect econ…
+745,2.3273179231738053,0.04820770592067306,-0.11431310405132485,-0.11356931234716051,0.12628995083248526,+745
econ… +745,2.3273179231738053,0.04820770592067306,-0.11431310405132485,-0.11356931234716051,0.12628995083248526,econ… +745
+745 char+s,2.324508906751573,0.04779452663064699,-0.11310539926507349,-0.11236160756090911,0.12502252885617718,+745 char+s
Likely,6.153406695098936,0.18702773771170209,-0.15525833529972907,0.07400269826043106,-0.2671351739813332,Likely
likely tropical,7.212585915652188,0.2621983795145671,-0.27895180695476174,0.12256773758882655,-0.3951642099173049,likely tropical
eastern,9.719755329198934,0.0038518564917291594,0.10004172437480989,-0.03166891372937915,-0.08137158045329515,eastern
atlantic eastern,7.00544419119481,0.04564970933894163,0.037446381485483224,-0.0006678549587406945,-0.11066873079865204,atlantic eastern
Pacific,21.601258254778585,0.10248721180444513,-0.04609811380322765,-0.1900643912522588,0.04907551050284356,Pacific
eastern pacific,17.85942293902755,-0.04597936975851682,0.14412218704477658,-0.046935211652678124,-0.04199254023415123,eastern pacific
pacific hurrican+es,10.939437280499668,-0.05797633597484104,0.14805945722111957,-0.031916862472527986,-0.04353364352116412,pacific hurrican+es
highlight,7.287700130415638,-0.013486153847880569,0.09127401186760697,-0.01149637693923715,-0.06431944946697915,highlight
hurrican+es highlight,7.287700130415638,-0.013486153847880569,0.09127401186760697,-0.01149637693923715,-0.06431944946697915,hurrican+es highlight
highlight new,6.195013466723261,0.0017362544498431207,0.06626346615521364,-0.0029785956628575034,-0.06850896218283195,highlight new
new week,5.971725833956498,0.004424663587898001,0.06080591016254811,-0.0011616655725456481,-0.06853620456876044,new week
week the,6.506806822365742,0.13177753214257443,-0.05277797269367981,0.011908153002414563,-0.18349354133387116,week the
tropics after,5.320922325285962,0.022291715718122575,0.03069205753766365,0.011310375335553149,-0.07694393966132208,tropics after
brief,5.197169500412952,0.0366415360842362,0.013633376772150863,0.01591004435144881,-0.08685680096483593,brief
after brief,5.197169500412952,0.0366415360842362,0.013633376772150863,0.01591004435144881,-0.08685680096483593,after brief
respite,5.128661220053549,0.04775044143279021,0.00044285979546027245,0.01942816101703356,-0.09503756662754051,respite
brief respite,5.128661220053549,0.04775044143279021,0.00044285979546027245,0.01942816101703356,-0.09503756662754051,brief respite
respite the,6.506806822365742,0.13177753214257443,-0.05277797269367981,0.011908153002414563,-0.18349354133387116,respite the
about,9.998866774080378,0.09725191623322643,0.06636381952992534,-0.11769981387347356,-0.11715384829070852,about
atlantic about,5.030337251360777,0.10296823402755995,-0.06598732366471577,0.03729562059656324,-0.14257102534691973,atlantic about
